"","date","count","package"
"1420",2021-10-18,261,"blogdown"
"1421",2021-10-19,257,"blogdown"
"1422",2021-10-20,312,"blogdown"
"1423",2021-10-21,245,"blogdown"
"1424",2021-10-22,197,"blogdown"
"1425",2021-10-23,177,"blogdown"
"1426",2021-10-24,182,"blogdown"
"1427",2021-10-25,246,"blogdown"
"1428",2021-10-26,279,"blogdown"
"1429",2021-10-27,480,"blogdown"
"1430",2021-10-28,417,"blogdown"
"1431",2021-10-29,377,"blogdown"
"1432",2021-10-30,365,"blogdown"
"1433",2021-10-31,372,"blogdown"
"1434",2021-11-01,421,"blogdown"
"1435",2021-11-02,402,"blogdown"
"1436",2021-11-03,385,"blogdown"
"1437",2021-11-04,314,"blogdown"
"1438",2021-11-05,283,"blogdown"
"1439",2021-11-06,184,"blogdown"
"1440",2021-11-07,276,"blogdown"
"1441",2021-11-08,310,"blogdown"
"1442",2021-11-09,347,"blogdown"
"1443",2021-11-10,549,"blogdown"
"1444",2021-11-11,382,"blogdown"
"1445",2021-11-12,347,"blogdown"
"1446",2021-11-13,285,"blogdown"
"1447",2021-11-14,291,"blogdown"
"1448",2021-11-15,379,"blogdown"
"1449",2021-11-16,286,"blogdown"
"1450",2021-11-17,298,"blogdown"
"1451",2021-11-18,353,"blogdown"
"1452",2021-11-19,269,"blogdown"
"1453",2021-11-20,239,"blogdown"
"1454",2021-11-21,331,"blogdown"
"1455",2021-11-22,264,"blogdown"
"1456",2021-11-23,275,"blogdown"
"1457",2021-11-24,283,"blogdown"
"1458",2021-11-25,266,"blogdown"
"1459",2021-11-26,231,"blogdown"
"1460",2021-11-27,242,"blogdown"
"1461",2021-11-28,200,"blogdown"
"1462",2021-11-29,315,"blogdown"
"1463",2021-11-30,267,"blogdown"
"1464",2021-12-01,348,"blogdown"
